,Date,Hour,Index(Wh),Consumption(Wh),Day,Weekend,Week,Month,Temperature,Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Irradiation,Minutes
0,01/06/2020,00:00,806469,56,1,0,23,6,11.69,79.32,1015.13,3.67,71.66,0.0,0.0,0.0,0.0,0
1,01/06/2020,00:15,806536,67,1,0,23,6,11.5,80.27,1015.08,3.62,73.58,0.0,0.0,0.0,0.0,15
2,01/06/2020,00:30,806596,60,1,0,23,6,11.32,81.22,1015.02,3.57,75.57,0.0,0.0,0.0,0.0,30
3,01/06/2020,00:45,806651,55,1,0,23,6,11.14,82.05,1014.98,3.51,77.64,0.0,0.0,0.0,0.0,45
4,01/06/2020,01:00,806708,57,1,0,23,6,10.97,82.74,1014.94,3.44,79.81,0.0,0.0,0.0,0.0,60
5,01/06/2020,01:15,806770,62,1,0,23,6,10.8,83.43,1014.91,3.38,82.07,0.0,0.0,0.0,0.0,75
6,01/06/2020,01:30,806833,63,1,0,23,6,10.63,84.13,1014.87,3.32,84.41,0.0,0.0,0.0,0.0,90
7,01/06/2020,01:45,806888,55,1,0,23,6,10.47,84.64,1014.85,3.26,86.68,0.0,0.0,0.0,0.0,105
8,01/06/2020,02:00,806924,36,1,0,23,6,10.32,84.93,1014.83,3.19,88.9,0.0,0.0,0.0,0.0,120
9,01/06/2020,02:15,806961,37,1,0,23,6,10.17,85.23,1014.81,3.12,91.21,0.0,0.0,0.0,0.0,135
10,01/06/2020,02:30,807007,46,1,0,23,6,10.01,85.52,1014.79,3.06,93.62,0.0,0.0,0.0,0.0,150
11,01/06/2020,02:45,807043,36,1,0,23,6,9.88,85.63,1014.79,3.02,95.67,0.0,0.0,0.0,0.0,165
12,01/06/2020,03:00,807078,35,1,0,23,6,9.76,85.56,1014.8,2.98,97.33,0.0,0.0,0.0,0.0,180
13,01/06/2020,03:15,807112,34,1,0,23,6,9.65,85.47,1014.81,2.94,99.03,0.0,0.0,0.0,0.0,195
14,01/06/2020,03:30,807161,49,1,0,23,6,9.53,85.39,1014.82,2.91,100.77,0.0,0.0,0.0,0.0,210
15,01/06/2020,03:45,807218,57,1,0,23,6,9.59,84.64,1014.86,2.9,101.78,0.0,0.0,0.0,0.0,225
16,01/06/2020,04:00,807273,55,1,0,23,6,9.82,83.27,1014.92,2.9,102.05,0.0,0.0,0.0,12.306,240
17,01/06/2020,04:15,807325,52,1,0,23,6,10.04,81.91,1014.99,2.91,102.31,0.0,0.0,0.0,50.388,255
18,01/06/2020,04:30,807392,67,1,0,23,6,10.27,80.59,1015.06,2.92,102.57,0.0,0.0,0.0,102.786,270
19,01/06/2020,04:45,807447,55,1,0,23,6,10.64,78.43,1015.14,3.01,101.74,0.0,0.0,0.0,165.471,285
20,01/06/2020,05:00,807499,52,1,0,23,6,11.14,75.52,1015.24,3.19,99.98,0.0,0.0,0.0,234.703,300
21,01/06/2020,05:15,807549,50,1,0,23,6,11.65,72.73,1015.34,3.37,98.41,0.0,0.0,0.0,313.511,315
22,01/06/2020,05:30,807611,62,1,0,23,6,12.15,70.05,1015.44,3.56,97.0,0.0,0.0,0.0,401.813,330
23,01/06/2020,05:45,807671,60,1,0,23,6,12.65,68.1,1015.52,3.56,94.39,0.0,0.0,0.0,495.105,345
24,01/06/2020,06:00,807710,39,1,0,23,6,13.14,66.84,1015.6,3.4,90.16,0.0,0.0,0.0,591.312,360
25,01/06/2020,06:15,807742,32,1,0,23,6,13.64,65.59,1015.68,3.26,85.54,0.0,0.0,0.0,693.86,375
26,01/06/2020,06:30,807781,39,1,0,23,6,14.13,64.36,1015.76,3.14,80.53,0.0,0.0,0.0,802.382,390
27,01/06/2020,06:45,807827,46,1,0,23,6,14.78,62.05,1015.82,3.19,78.34,0.0,0.0,0.0,909.493,405
28,01/06/2020,07:00,807859,32,1,0,23,6,15.6,58.78,1015.85,3.38,79.15,0.0,0.0,0.0,1012.897,420
29,01/06/2020,07:15,807892,33,1,0,23,6,16.41,55.71,1015.88,3.57,79.88,0.0,0.0,0.0,1118.503,435
30,01/06/2020,07:30,807929,37,1,0,23,6,17.23,52.81,1015.9,3.77,80.53,0.0,0.0,0.0,1225.837,450
31,01/06/2020,07:45,807984,55,1,0,23,6,17.9,50.57,1015.91,3.96,80.71,0.0,0.0,0.0,1328.356,465
32,01/06/2020,08:00,808148,164,1,0,23,6,18.41,48.91,1015.89,4.16,80.48,0.0,0.0,0.0,1424.482,480
33,01/06/2020,08:15,808216,68,1,0,23,6,18.93,47.31,1015.88,4.36,80.28,0.0,0.0,0.0,1519.446,495
34,01/06/2020,08:30,808283,67,1,0,23,6,19.44,45.76,1015.86,4.56,80.09,0.0,0.0,0.0,1612.792,510
35,01/06/2020,08:45,808357,74,1,0,23,6,19.87,44.87,1015.83,4.71,79.55,0.0,0.0,0.0,1700.544,525
36,01/06/2020,09:00,808432,75,1,0,23,6,20.21,44.57,1015.77,4.83,78.69,0.0,0.0,0.0,1781.834,540
37,01/06/2020,09:15,808508,76,1,0,23,6,20.56,44.27,1015.72,4.95,77.87,0.0,0.0,0.0,1859.64,555
38,01/06/2020,09:30,808593,85,1,0,23,6,20.9,43.97,1015.66,5.07,77.08,0.0,0.0,0.0,1933.576,570
39,01/06/2020,09:45,808693,100,1,0,23,6,21.23,43.75,1015.59,5.17,76.74,0.0,0.0,0.0,1999.458,585
40,01/06/2020,10:00,808783,90,1,0,23,6,21.54,43.62,1015.51,5.23,76.79,0.0,0.0,0.0,2056.65,600
41,01/06/2020,10:15,808872,89,1,0,23,6,21.86,43.48,1015.42,5.29,76.85,0.0,0.0,0.0,2108.581,615
42,01/06/2020,10:30,808927,55,1,0,23,6,22.18,43.33,1015.34,5.36,76.9,0.0,0.0,0.0,2154.993,630
43,01/06/2020,10:45,808984,57,1,0,23,6,22.47,43.25,1015.26,5.39,77.09,0.0,0.0,0.0,2193.033,645
44,01/06/2020,11:00,809033,49,1,0,23,6,22.75,43.24,1015.19,5.39,77.4,0.0,0.0,0.0,2222.4,660
45,01/06/2020,11:15,809067,34,1,0,23,6,23.03,43.22,1015.12,5.4,77.72,0.0,0.0,0.0,2245.528,675
46,01/06/2020,11:30,809101,34,1,0,23,6,23.3,43.18,1015.05,5.41,78.04,0.0,0.0,0.0,2262.299,690
47,01/06/2020,11:45,809143,42,1,0,23,6,23.55,43.18,1014.97,5.39,78.22,0.0,0.0,0.0,2268.561,705
48,01/06/2020,12:00,809192,49,1,0,23,6,23.77,43.2,1014.88,5.35,78.28,0.0,0.0,0.0,2264.254,720
49,01/06/2020,12:15,809226,34,1,0,23,6,23.99,43.21,1014.8,5.32,78.33,0.0,0.0,0.0,2253.464,735
50,01/06/2020,12:30,809281,55,1,0,23,6,24.2,43.22,1014.71,5.28,78.39,0.0,0.0,0.0,2236.255,750
51,01/06/2020,12:45,809333,52,1,0,23,6,24.39,43.21,1014.61,5.23,78.21,0.0,0.0,0.0,2211.95,765
52,01/06/2020,13:00,809395,62,1,0,23,6,24.54,43.19,1014.51,5.16,77.81,0.0,0.0,0.0,2180.695,780
53,01/06/2020,13:15,809452,57,1,0,23,6,24.69,43.16,1014.4,5.09,77.39,0.0,0.0,0.0,2143.417,795
54,01/06/2020,13:30,809502,50,1,0,23,6,24.84,43.13,1014.29,5.03,76.97,0.0,0.0,0.0,2100.298,810
55,01/06/2020,13:45,809554,52,1,0,23,6,24.95,43.1,1014.2,4.95,76.24,0.0,0.0,0.0,2048.958,825
56,01/06/2020,14:00,809609,55,1,0,23,6,25.02,43.08,1014.12,4.85,75.21,0.0,0.0,0.0,1989.81,840
57,01/06/2020,14:15,809671,62,1,0,23,6,25.09,43.05,1014.04,4.76,74.13,0.0,0.0,0.0,1925.79,855
58,01/06/2020,14:30,809723,52,1,0,23,6,25.16,43.02,1013.96,4.68,73.01,0.0,0.0,0.0,1857.21,870
59,01/06/2020,14:45,809758,35,1,0,23,6,25.18,43.02,1013.88,4.59,71.53,0.0,0.0,0.0,1781.016,885
60,01/06/2020,15:00,809791,33,1,0,23,6,25.14,43.03,1013.81,4.52,69.68,0.0,0.0,0.0,1697.938,900
61,01/06/2020,15:15,809838,47,1,0,23,6,25.11,43.04,1013.73,4.46,67.78,0.0,0.0,0.0,1611.885,915
62,01/06/2020,15:30,809872,34,1,0,23,6,25.08,43.05,1013.65,4.4,65.82,0.0,0.0,0.0,1523.27,930
63,01/06/2020,15:45,809905,33,1,0,23,6,24.98,43.3,1013.58,4.34,63.63,0.0,0.0,0.0,1428.991,945
64,01/06/2020,16:00,809937,32,1,0,23,6,24.83,43.79,1013.52,4.3,61.23,0.0,0.0,0.0,1330.059,960
65,01/06/2020,16:15,809978,41,1,0,23,6,24.68,44.29,1013.47,4.27,58.78,0.0,0.0,0.0,1230.654,975
66,01/06/2020,16:30,810017,39,1,0,23,6,24.53,44.79,1013.41,4.24,56.3,0.0,0.0,0.0,1131.232,990
67,01/06/2020,16:45,810049,32,1,0,23,6,24.29,46.07,1013.36,4.16,53.63,0.0,0.0,0.0,1026.693,1005
68,01/06/2020,17:00,810106,57,1,0,23,6,23.97,48.18,1013.32,4.04,50.64,0.0,0.0,0.0,918.827,1020
69,01/06/2020,17:15,810161,55,1,0,23,6,23.64,50.36,1013.28,3.92,47.47,0.0,0.0,0.0,814.088,1035
70,01/06/2020,17:30,810228,67,1,0,23,6,23.32,52.61,1013.25,3.82,44.12,0.0,0.0,0.0,712.909,1050
71,01/06/2020,17:45,810278,50,1,0,23,6,22.87,55.04,1013.24,3.74,41.36,0.0,0.0,0.0,610.132,1065
72,01/06/2020,18:00,810330,52,1,0,23,6,22.27,57.72,1013.26,3.69,39.27,0.0,0.0,0.0,508.212,1080
73,01/06/2020,18:15,810382,52,1,0,23,6,21.68,60.52,1013.29,3.63,37.11,0.0,0.0,0.0,413.721,1095
74,01/06/2020,18:30,810442,60,1,0,23,6,21.09,63.46,1013.31,3.59,34.89,0.0,0.0,0.0,326.912,1110
75,01/06/2020,18:45,810510,68,1,0,23,6,20.48,65.62,1013.36,3.62,33.85,0.0,0.0,0.0,247.848,1125
76,01/06/2020,19:00,810583,73,1,0,23,6,19.85,66.9,1013.43,3.74,34.02,0.0,0.0,0.0,176.749,1140
77,01/06/2020,19:15,810640,57,1,0,23,6,19.21,68.2,1013.5,3.86,34.19,0.0,0.0,0.0,113.833,1155
78,01/06/2020,19:30,810697,57,1,0,23,6,18.58,69.5,1013.58,3.98,34.35,0.0,0.0,0.0,59.095,1170
79,01/06/2020,19:45,810770,73,1,0,23,6,18.09,70.36,1013.65,4.09,34.99,0.0,0.0,0.0,12.082,1185
80,01/06/2020,20:00,810828,58,1,0,23,6,17.75,70.79,1013.73,4.2,36.08,0.0,0.0,0.0,0.0,1200
81,01/06/2020,20:15,810883,55,1,0,23,6,17.4,71.19,1013.81,4.31,37.11,0.0,0.0,0.0,0.0,1215
82,01/06/2020,20:30,810953,70,1,0,23,6,17.05,71.59,1013.88,4.43,38.09,0.0,0.0,0.0,0.0,1230
83,01/06/2020,20:45,811057,104,1,0,23,6,16.74,71.93,1013.93,4.43,39.18,0.0,0.0,0.0,0.0,1245
84,01/06/2020,21:00,811159,102,1,0,23,6,16.47,72.22,1013.94,4.33,40.45,0.0,0.0,0.0,0.0,1260
85,01/06/2020,21:15,811257,98,1,0,23,6,16.2,72.5,1013.95,4.24,41.78,0.0,0.0,0.0,0.0,1275
86,01/06/2020,21:30,811346,89,1,0,23,6,15.93,72.78,1013.96,4.15,43.17,0.0,0.0,0.0,0.0,1290
87,01/06/2020,21:45,811432,86,1,0,23,6,15.66,73.14,1013.96,4.02,44.53,0.0,0.0,0.0,0.0,1305
88,01/06/2020,22:00,811528,96,1,0,23,6,15.4,73.6,1013.95,3.87,45.9,0.0,0.0,0.0,0.0,1320
89,01/06/2020,22:15,811614,86,1,0,23,6,15.14,74.05,1013.93,3.72,47.38,0.0,0.0,0.0,0.0,1335
90,01/06/2020,22:30,811690,76,1,0,23,6,14.88,74.51,1013.92,3.58,48.99,0.0,0.0,0.0,0.0,1350
91,01/06/2020,22:45,811750,60,1,0,23,6,14.63,75.01,1013.89,3.45,50.44,0.0,0.0,0.0,0.0,1365
92,01/06/2020,23:00,811814,64,1,0,23,6,14.41,75.59,1013.84,3.35,51.7,0.0,0.0,0.0,0.0,1380
93,01/06/2020,23:15,811885,71,1,0,23,6,14.18,76.16,1013.78,3.26,53.04,0.0,0.0,0.0,0.0,1395
94,01/06/2020,23:30,811937,52,1,0,23,6,13.96,76.73,1013.74,3.16,54.46,0.0,0.0,0.0,0.0,1410
95,01/06/2020,23:45,811971,34,1,0,23,6,13.75,77.3,1013.67,3.08,55.84,0.0,0.0,0.0,0.0,1425
96,02/06/2020,00:00,812004,33,2,0,23,6,13.57,77.85,1013.61,3.03,57.15,0.0,0.0,0.0,0.0,0
97,02/06/2020,00:15,812044,40,2,0,23,6,13.39,78.41,1013.54,2.97,58.51,0.0,0.0,0.0,0.0,15
98,02/06/2020,00:30,812083,39,2,0,23,6,13.21,78.97,1013.47,2.92,59.92,0.0,0.0,0.0,0.0,30
99,02/06/2020,00:45,812117,34,2,0,23,6,13.04,79.49,1013.41,2.87,61.03,0.0,0.0,0.0,0.0,45
100,02/06/2020,01:00,812148,31,2,0,23,6,12.89,79.97,1013.34,2.81,61.83,0.0,0.0,0.0,0.0,60
101,02/06/2020,01:15,812182,34,2,0,23,6,12.74,80.45,1013.28,2.76,62.67,0.0,0.0,0.0,0.0,75
102,02/06/2020,01:30,812228,46,2,0,23,6,12.59,80.93,1013.22,2.71,63.53,0.0,0.0,0.0,0.0,90
103,02/06/2020,01:45,812280,52,2,0,23,6,12.47,81.21,1013.16,2.65,64.09,0.0,0.0,0.0,0.0,105
104,02/06/2020,02:00,812333,53,2,0,23,6,12.38,81.28,1013.11,2.57,64.34,0.0,0.0,0.0,0.0,120
105,02/06/2020,02:15,812387,54,2,0,23,6,12.29,81.35,1013.06,2.49,64.6,0.0,0.0,0.0,0.0,135
106,02/06/2020,02:30,812443,56,2,0,23,6,12.21,81.42,1013.01,2.41,64.88,0.0,0.0,0.0,0.0,150
107,02/06/2020,02:45,812505,62,2,0,23,6,12.16,81.3,1012.98,2.32,64.65,0.0,0.0,0.0,0.0,165
108,02/06/2020,03:00,812559,54,2,0,23,6,12.14,80.97,1012.95,2.22,63.86,0.0,0.0,0.0,0.0,180
109,02/06/2020,03:15,812611,52,2,0,23,6,12.13,80.65,1012.92,2.12,62.98,0.0,0.0,0.0,0.0,195
110,02/06/2020,03:30,812663,52,2,0,23,6,12.11,80.32,1012.9,2.02,62.02,0.0,0.0,0.0,0.0,210
111,02/06/2020,03:45,812723,60,2,0,23,6,12.21,80.18,1012.89,1.9,60.41,0.0,0.0,0.0,0.0,225
112,02/06/2020,04:00,812767,44,2,0,23,6,12.41,80.21,1012.9,1.78,58.0,0.0,0.0,0.0,15.772,240
113,02/06/2020,04:15,812799,32,2,0,23,6,12.61,80.23,1012.91,1.66,55.23,0.0,0.0,0.0,58.883,255
114,02/06/2020,04:30,812831,32,2,0,23,6,12.81,80.23,1012.91,1.55,52.04,0.0,0.0,0.0,117.041,270
115,02/06/2020,04:45,812864,33,2,0,23,6,13.18,79.2,1012.93,1.49,47.48,0.0,0.0,0.0,186.021,285
116,02/06/2020,05:00,812908,44,2,0,23,6,13.73,77.19,1012.95,1.49,41.88,0.0,0.0,0.0,261.905,300
117,02/06/2020,05:15,812945,37,2,0,23,6,14.27,75.22,1012.98,1.5,36.33,0.0,0.0,0.0,347.913,315
118,02/06/2020,05:30,812976,31,2,0,23,6,14.81,73.32,1013.0,1.53,30.94,0.0,0.0,0.0,443.948,330
119,02/06/2020,05:45,813010,34,2,0,23,6,15.28,71.7,1013.01,1.56,25.4,0.0,0.0,0.0,542.173,345
120,02/06/2020,06:00,813044,34,2,0,23,6,15.66,70.35,1013.01,1.6,19.7,0.0,0.0,0.0,639.109,360
121,02/06/2020,06:15,813099,55,2,0,23,6,16.05,69.04,1013.02,1.65,14.32,0.0,0.0,0.0,741.009,375
122,02/06/2020,06:30,813156,57,2,0,23,6,16.43,67.75,1013.02,1.72,9.32,0.0,0.0,0.0,847.498,390
123,02/06/2020,06:45,813208,52,2,0,23,6,16.98,65.94,1013.0,1.83,6.13,0.0,0.0,0.0,952.266,405
124,02/06/2020,07:00,813258,50,2,0,23,6,17.69,63.67,1012.97,1.97,4.65,0.0,0.0,0.0,1053.321,420
125,02/06/2020,07:15,813317,59,2,0,23,6,18.41,61.49,1012.94,2.11,3.36,0.0,0.0,0.0,1155.599,435
126,02/06/2020,07:30,813377,60,2,0,23,6,19.12,59.39,1012.9,2.26,2.24,0.0,0.0,0.0,1258.647,450
127,02/06/2020,07:45,813427,50,2,0,23,6,19.81,56.76,1012.84,2.4,2.63,0.0,0.0,0.0,1357.537,465
128,02/06/2020,08:00,813593,166,2,0,23,6,20.48,53.69,1012.74,2.55,4.27,0.0,0.0,0.0,1451.009,480
129,02/06/2020,08:15,813666,73,2,0,23,6,21.15,50.78,1012.65,2.7,5.73,0.0,0.0,0.0,1542.821,495
130,02/06/2020,08:30,813737,71,2,0,23,6,21.83,48.03,1012.55,2.85,7.03,0.0,0.0,0.0,1632.542,510
131,02/06/2020,08:45,813802,65,2,0,23,6,22.33,46.46,1012.46,2.88,7.53,0.0,0.0,0.0,1714.266,525
132,02/06/2020,09:00,813846,44,2,0,23,6,22.67,45.96,1012.37,2.81,7.31,0.0,0.0,0.0,1786.927,540
133,02/06/2020,09:15,813896,50,2,0,23,6,23.0,45.46,1012.27,2.73,7.08,0.0,0.0,0.0,1855.448,555
134,02/06/2020,09:30,813961,65,2,0,23,6,23.34,44.96,1012.18,2.66,6.83,0.0,0.0,0.0,1919.516,570
135,02/06/2020,09:45,814060,99,2,0,23,6,23.64,44.58,1012.09,2.56,5.5,0.0,0.0,0.0,1979.395,585
136,02/06/2020,10:00,814133,73,2,0,23,6,23.91,44.32,1011.99,2.45,2.91,0.0,0.0,0.0,2034.845,600
137,02/06/2020,10:15,814197,64,2,0,23,6,24.18,44.05,1011.89,2.35,0.08,0.0,0.0,0.0,2085.056,615
138,02/06/2020,10:30,814247,50,2,0,23,6,24.46,43.78,1011.79,2.24,356.99,0.0,0.0,0.0,2129.78,630
139,02/06/2020,10:45,814291,44,2,0,23,6,24.68,43.56,1011.68,2.18,352.7,0.0,0.0,0.0,2166.116,645
140,02/06/2020,11:00,814346,55,2,0,23,6,24.86,43.38,1011.58,2.17,347.33,0.0,0.0,0.0,2193.771,660
141,02/06/2020,11:15,814414,68,2,0,23,6,25.04,43.2,1011.47,2.17,341.93,0.0,0.0,0.0,2215.254,675
142,02/06/2020,11:30,814596,182,2,0,23,6,25.23,43.02,1011.36,2.19,336.59,0.0,0.0,0.0,2230.461,690
143,02/06/2020,11:45,815065,469,2,0,23,6,25.36,42.88,1011.25,2.28,332.04,0.0,0.0,0.0,2236.761,705
144,02/06/2020,12:00,815168,103,2,0,23,6,25.45,42.76,1011.14,2.42,328.51,0.0,0.0,0.0,2234.106,720
145,02/06/2020,12:15,815247,79,2,0,23,6,25.55,42.64,1011.03,2.57,325.39,0.0,0.0,0.0,2225.063,735
146,02/06/2020,12:30,815307,60,2,0,23,6,25.64,42.53,1010.92,2.73,322.62,0.0,0.0,0.0,2209.68,750
147,02/06/2020,12:45,815369,62,2,0,23,6,25.68,42.44,1010.8,2.91,321.02,0.0,0.0,0.0,2185.463,765
148,02/06/2020,13:00,815638,269,2,0,23,6,25.69,42.38,1010.68,3.1,320.4,0.0,0.0,0.0,2152.604,780
149,02/06/2020,13:15,815843,205,2,0,23,6,25.69,42.31,1010.57,3.29,319.85,0.0,0.0,0.0,2113.867,795
150,02/06/2020,13:30,815911,68,2,0,23,6,25.7,42.25,1010.45,3.48,319.36,0.0,0.0,0.0,2069.449,810
151,02/06/2020,13:45,815984,73,2,0,23,6,25.66,42.23,1010.33,3.67,319.42,0.0,0.0,0.0,2017.719,825
152,02/06/2020,14:00,816059,75,2,0,23,6,25.58,42.26,1010.21,3.84,319.94,0.0,0.0,0.0,1959.053,840
153,02/06/2020,14:15,816135,76,2,0,23,6,25.49,42.29,1010.08,4.01,320.41,0.0,0.0,0.0,1895.629,855
154,02/06/2020,14:30,816228,93,2,0,23,6,25.41,42.32,1009.96,4.19,320.85,0.0,0.0,0.0,1827.756,870
155,02/06/2020,14:45,816307,79,2,0,23,6,25.29,42.4,1009.85,4.33,321.41,1e-06,0.0,0.0,1752.384,885
156,02/06/2020,15:00,816382,75,2,0,23,6,25.11,42.54,1009.73,4.44,322.1,2e-06,0.0,0.0,1670.239,900
157,02/06/2020,15:15,816456,74,2,0,23,6,24.94,42.68,1009.62,4.55,322.75,3e-06,0.0,0.0,1585.222,915
158,02/06/2020,15:30,816534,78,2,0,23,6,24.77,42.82,1009.51,4.66,323.38,4e-06,0.0,0.0,1497.742,930
159,02/06/2020,15:45,816624,90,2,0,23,6,24.54,43.14,1009.41,4.73,324.16,5e-06,0.0,0.0,1390.068,945
160,02/06/2020,16:00,816690,66,2,0,23,6,24.24,43.67,1009.32,4.77,325.13,6e-06,0.0,0.0,1265.649,960
161,02/06/2020,16:15,816744,54,2,0,23,6,23.95,44.2,1009.23,4.81,326.08,7e-06,0.0,0.0,1144.24,975
162,02/06/2020,16:30,816799,55,2,0,23,6,23.66,44.73,1009.13,4.86,327.01,8e-06,0.0,0.0,1026.442,990
163,02/06/2020,16:45,816859,60,2,0,23,6,23.3,45.68,1009.06,4.84,328.18,8e-06,0.0,0.0,911.67,1005
164,02/06/2020,17:00,816929,70,2,0,23,6,22.87,47.05,1008.99,4.77,329.62,6e-06,0.0,0.0,800.717,1020
165,02/06/2020,17:15,816994,65,2,0,23,6,22.45,48.48,1008.93,4.71,331.11,4e-06,0.0,0.0,695.295,1035
166,02/06/2020,17:30,817116,122,2,0,23,6,22.03,49.95,1008.87,4.64,332.63,2e-06,0.0,0.0,595.83,1050
167,02/06/2020,17:45,817250,134,2,0,23,6,21.53,51.81,1008.8,4.49,334.08,1e-06,0.0,0.0,497.825,1065
168,02/06/2020,18:00,817416,166,2,0,23,6,20.97,54.1,1008.75,4.25,335.53,0.0,0.0,0.0,403.419,1080
169,02/06/2020,18:15,817515,99,2,0,23,6,20.4,56.49,1008.69,4.01,337.15,0.0,0.0,0.0,318.343,1095
170,02/06/2020,18:30,817627,112,2,0,23,6,19.83,59.0,1008.63,3.77,338.98,0.0,0.0,0.0,242.768,1110
171,02/06/2020,18:45,817734,107,2,0,23,6,19.24,61.38,1008.57,3.55,340.63,0.0,0.0,0.0,179.657,1125
172,02/06/2020,19:00,817916,182,2,0,23,6,18.64,63.62,1008.53,3.33,342.05,0.0,0.0,0.0,126.969,1140
173,02/06/2020,19:15,818101,185,2,0,23,6,18.04,65.95,1008.48,3.12,343.65,0.0,0.0,0.0,81.15,1155
174,02/06/2020,19:30,818247,146,2,0,23,6,17.44,68.38,1008.43,2.91,345.48,0.0,0.0,0.0,42.158,1170
175,02/06/2020,19:45,818357,110,2,0,23,6,16.96,70.31,1008.38,2.77,347.11,0.0,0.0,0.0,0.9359,1185
176,02/06/2020,20:00,818473,116,2,0,23,6,16.6,71.7,1008.35,2.7,348.39,0.0,0.0,0.0,0.0,1200
177,02/06/2020,20:15,818593,120,2,0,23,6,16.24,73.11,1008.3,2.63,349.74,0.0,0.0,0.0,0.0,1215
178,02/06/2020,20:30,818708,115,2,0,23,6,15.87,74.56,1008.26,2.56,351.17,0.0,0.0,0.0,0.0,1230
179,02/06/2020,20:45,818822,114,2,0,23,6,15.57,75.8,1008.19,2.5,352.3,0.0,0.0,0.0,0.0,1245
180,02/06/2020,21:00,818935,113,2,0,23,6,15.33,76.82,1008.09,2.47,353.11,0.0,0.0,0.0,0.0,1260
181,02/06/2020,21:15,819038,103,2,0,23,6,15.09,77.85,1007.99,2.43,353.93,0.0,0.0,0.0,0.0,1275
182,02/06/2020,21:30,819127,89,2,0,23,6,14.84,78.9,1007.88,2.4,354.78,0.0,0.0,0.0,0.0,1290
183,02/06/2020,21:45,819210,83,2,0,23,6,14.59,79.92,1007.77,2.37,355.54,0.0,0.0,0.0,0.0,1305
184,02/06/2020,22:00,819294,84,2,0,23,6,14.34,80.93,1007.63,2.35,356.19,0.0,0.0,0.0,0.0,1320
185,02/06/2020,22:15,819382,88,2,0,23,6,14.08,81.94,1007.5,2.33,356.85,0.0,0.0,0.0,0.0,1335
186,02/06/2020,22:30,819445,63,2,0,23,6,13.83,82.98,1007.37,2.3,357.53,0.0,0.0,0.0,0.0,1350
187,02/06/2020,22:45,819507,62,2,0,23,6,13.59,83.97,1007.22,2.28,358.11,0.0,0.0,0.0,0.0,1365
188,02/06/2020,23:00,819567,60,2,0,23,6,13.37,84.91,1007.04,2.25,358.6,0.0,0.0,0.0,0.0,1380
189,02/06/2020,23:15,819633,66,2,0,23,6,13.15,85.87,1006.87,2.22,359.11,0.0,0.0,0.0,0.0,1395
190,02/06/2020,23:30,819697,64,2,0,23,6,12.93,86.84,1006.7,2.19,359.62,0.0,0.0,0.0,0.0,1410
191,02/06/2020,23:45,819750,53,2,0,23,6,12.73,87.7,1006.52,2.16,359.89,0.0,0.0,0.0,0.0,1425
192,03/06/2020,00:00,819802,52,3,0,23,6,12.56,88.47,1006.34,2.12,359.89,0.0,0.0,0.0,0.0,0
193,03/06/2020,00:15,819857,55,3,0,23,6,12.38,89.24,1006.16,2.09,359.9,0.0,0.0,0.0,0.0,15
194,03/06/2020,00:30,819911,54,3,0,23,6,12.21,90.01,1005.97,2.05,359.9,0.0,0.0,0.0,0.0,30
195,03/06/2020,00:45,819942,31,3,0,23,6,12.07,90.59,1005.79,2.01,359.51,0.0,0.0,0.0,0.0,45
196,03/06/2020,01:00,819976,34,3,0,23,6,11.97,90.97,1005.61,1.96,358.71,0.0,0.0,0.0,0.0,60
197,03/06/2020,01:15,820008,32,3,0,23,6,11.87,91.35,1005.44,1.92,357.87,0.0,0.0,0.0,0.0,75
198,03/06/2020,01:30,820054,46,3,0,23,6,11.77,91.73,1005.26,1.88,356.99,0.0,0.0,0.0,0.0,90
199,03/06/2020,01:45,820088,34,3,0,23,6,11.69,91.96,1005.09,1.84,355.51,0.0,0.0,0.0,0.0,105
200,03/06/2020,02:00,820122,34,3,0,23,6,11.63,92.03,1004.92,1.8,353.39,0.0,0.0,0.0,0.0,120
201,03/06/2020,02:15,820156,34,3,0,23,6,11.57,92.09,1004.76,1.76,351.18,0.0,0.0,0.0,0.0,135
202,03/06/2020,02:30,820200,44,3,0,23,6,11.51,92.16,1004.59,1.73,348.87,0.0,0.0,0.0,0.0,150
203,03/06/2020,02:45,820236,36,3,0,23,6,11.47,92.13,1004.44,1.69,346.46,2e-06,0.0,0.0,0.0,165
204,03/06/2020,03:00,820270,34,3,0,23,6,11.44,92.01,1004.3,1.66,343.92,6e-06,0.0,0.0,0.0,180
205,03/06/2020,03:15,820322,52,3,0,23,6,11.42,91.89,1004.17,1.63,341.29,9e-06,0.0,0.0,0.0,195
206,03/06/2020,03:30,820382,60,3,0,23,6,11.4,91.77,1004.03,1.6,338.57,1.3e-05,0.0,0.0,0.0,210
207,03/06/2020,03:45,820443,61,3,0,23,6,11.48,91.55,1003.91,1.56,336.29,2.6e-05,0.0,0.0,0.0,225
208,03/06/2020,04:00,820495,52,3,0,23,6,11.66,91.23,1003.8,1.51,334.42,4.7e-05,0.0,0.0,12.61,240
209,03/06/2020,04:15,820547,52,3,0,23,6,11.85,90.91,1003.69,1.45,332.4,6.8e-05,0.0,0.0,45.119,255
210,03/06/2020,04:30,820601,54,3,0,23,6,12.04,90.58,1003.58,1.4,330.23,9e-05,0.0,0.0,85.998,270
